,bc_lb_rf0.2_sax0.5_poi80.0,bc_lb_rf0.45_sax0.75_poi80.0,bc_mb_rf0.175_sax0.5_poi80.0,bc_mb_rf0.3_sax0.75_poi80.0,bc_mb_rf0.5_sax1.0_poi80.0,lb_rf0.175_sax0.5_poi80.0,lb_rf0.35_sax0.75_poi80.0,mb_rf0.175_sax0.75_poi80.0
10105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10127,1.2403666798722366,1.160270884842129,0.8792496994885461,0.8255888099567521,0.7750720112076408,1.15105465234987,1.109362770015606,0.8336115103572372
10128,1.0,1.4516903214949144,1.0,1.3388939811647669,1.6390276829510064,1.0,1.4390551329262253,1.4033611860465598
10129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10170,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10178,1.0,1.492417270002996,1.0,1.0609750043403423,1.0274693697904063,1.0,1.2437889868614236,1.0079481031028388
10179,1.0,1.5908521318425173,1.0,1.061451218960535,0.9757842135779251,1.0,1.4652974592919206,1.0
10180,1.0,1.0,1.0,1.0,1.7603765772031856,1.0,1.0,1.0
10181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10226,1.0,1.0,1.0,1.0,1.5566745973188922,1.0,1.0,1.0
10227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10229,1.0,1.9485879254616694,1.0,1.0,1.8195853514612406,1.0,1.56927147194112,1.0
10230,1.0,1.5066708807187563,1.0,1.3379854194229974,1.322499392824735,1.0,1.1837103250021315,1.0
10231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10264,1.0,0.595027023056856,1.0,0.4557837652454282,0.3367921181070237,1.0,0.41442798145149906,0.22120308750544382
10265,1.0,1.0,1.0,1.0,0.31523077202789906,1.0,1.0,1.0
10266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10280,1.0,1.0,1.0,1.0,0.9417987979507592,1.0,1.0,1.0
10281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10292,1.0,0.8085947867831327,1.0,0.8311052536961929,0.9879890245772422,1.0,0.83230812135543,0.7747449460123863
10293,0.6535059654739981,0.008403322212028108,0.3327091519698975,-0.5013939985551481,-1.3589887375434166,0.3434865402457372,-0.4243356494611681,-0.9715993341724887
10294,1.3860507255800618,1.8792485898778004,1.5381140391598542,2.263760764075771,3.1054844830174204,1.3430893923500031,1.9474744940668156,2.28562305024775
10295,1.2902374386592612,1.2223729286645124,1.210045990701643,1.1499324033299523,0.9192360334079979,1.070861677831708,0.9522891105880102,0.884818284879163
10296,1.5183921571067662,1.8942114786335882,1.19457819306741,1.3839783038596956,1.5557277077360645,1.3173540695027102,1.548778018520336,0.7904678533858365
10297,1.0,1.0264148556039245,1.0,0.5294856635109753,0.15912253476533422,1.0,0.8671441271563545,0.42753670645136355
10298,1.0,1.7629944856316269,1.0,1.6905813174804467,1.9139496847465534,1.0,1.7337194518769903,1.0
10299,1.0,0.9931257854550548,1.0,1.092468094263781,1.0504488366525369,1.0,0.869537644722369,1.0
10300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10326,1.0,0.940817481964423,1.0,0.814009451816565,0.7345369467841198,1.0,0.8812347204562361,1.0
10327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10340,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10375,1.0,1.7289033017980717,1.0,1.0911480075782665,1.0297465707081983,1.0,1.4318799226240913,1.0
10376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10377,1.6738453500873387,1.3869324137966252,1.1410669501525383,1.0947003559130373,0.9038795875125203,1.4443398469351845,1.224153675063274,0.9399456192508175
10378,1.0,1.9491366855784822,1.0,1.7740325197845364,1.7865432616668997,1.0,1.9230431159101684,1.8314405535605527
10379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10390,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10428,1.0,1.9458314071060308,1.0,1.5332175647850095,1.8026037887663016,1.0,1.5957974825751995,0.9787199683669519
10429,1.0,2.0753180119908095,1.0,1.7920176942671784,2.114465329137154,1.0,1.657495385740912,1.1055594027667919
10430,1.0,2.601368551709584,1.0,2.0679645933088215,2.4396071209972554,1.0,2.3097257395491413,1.4197649883571455
10431,2.1303372535809695,3.4412443108479485,2.1050106573838194,3.241597602784717,4.052635214850028,1.7728639808087554,2.811382095926337,2.1226219964060284
10432,1.857658970362799,2.705856882695163,1.776250921432743,2.68316549735432,3.395117544311141,1.6321879187300874,2.4503243631102496,1.904573802847537
10433,1.9930858320608593,2.8147416497550033,1.649752150222794,2.206648173672747,2.396433973254446,1.6386088938534944,2.199743238015845,1.2411119554069652
10434,1.1820323440609855,1.2050914777305524,1.0,0.7880059028309585,0.7732781183678057,1.0,1.0962760999031618,0.44082730649136614
10435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10440,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10450,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10460,1.1791045252482757,0.9524854507227092,1.1073934197243134,1.0009229431319815,0.8147081871778639,1.1140865968219633,1.010608642480396,1.0433204483237528
10461,1.0,1.0728000993531452,1.0,0.9829357287684335,1.0026413967410228,1.0,1.0324530952201005,1.0
10462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10465,1.0,1.0341323766314892,1.0,1.0,0.8224693794537501,1.0,0.8540328392383445,1.0
10466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10473,1.0,1.0,1.0,1.0,1.010782221737165,1.0,1.0,1.0
10474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
